,ma_xa,nam_quan_ly,tong_ds,tong_dien_tich,grdp_bq_theo_gia_hh,pn_15_49,tuoi_tho_bq
14083-2019,14083,2019,9216,,,2052,
14086-2019,14086,2019,7106,,,1580,
14089-2019,14089,2019,8200,,,1867,
14092-2019,14092,2019,3847,,,696,
14095-2019,14095,2019,13454,,,2685,
14098-2019,14098,2019,5108,,,1059,
14101-2019,14101,2019,3480,,,611,
14104-2019,14104,2019,7300,,,1429,
14107-2019,14107,2019,4757,,,874,
14110-2019,14110,2019,5766,,,1139,
14113-2019,14113,2019,3574,,,707,
14116-2019,14116,2019,6020,,,1432,
14119-2019,14119,2019,5930,,,1299,
14122-2019,14122,2019,5719,,,1303,
14125-2019,14125,2019,10317,,,2295,
14128-2019,14128,2019,8409,,,1883,
14131-2019,14131,2019,7089,,,1540,
14134-2019,14134,2019,9795,,,2200,
14137-2019,14137,2019,8160,,,1806,
14140-2019,14140,2019,12173,,,3026,
14143-2019,14143,2019,12750,,,2841,
14146-2019,14146,2019,6220,,,1310,
14149-2019,14149,2019,6258,,,1379,
14152-2019,14152,2019,9095,,,2130,
14155-2019,14155,2019,5537,,,1204,
14158-2019,14158,2019,12573,,,2809,
14161-2019,14161,2019,8136,,,1820,
14164-2019,14164,2019,5292,,,1158,
14167-2019,14167,2019,7851,,,1696,
14170-2019,14170,2019,6996,,,1583,
14173-2019,14173,2019,11585,,,2702,
14176-2019,14176,2019,7379,,,1599,
14179-2019,14179,2019,6762,,,1516,
14182-2019,14182,2019,8674,,,2016,
14185-2019,14185,2019,8241,,,1974,
14188-2019,14188,2019,7077,,,1572,
14191-2019,14191,2019,5325,,,1176,
14194-2019,14194,2019,7467,,,1672,
14197-2019,14197,2019,8067,,,1868,
14200-2019,14200,2019,9235,,,2085,
14203-2019,14203,2019,5925,,,1353,
14206-2019,14206,2019,6295,,,1352,
14209-2019,14209,2019,6769,,,1498,
14212-2019,14212,2019,6947,,,1535,
14215-2019,14215,2019,5306,,,1186,
14218-2019,14218,2019,6514,,,1407,
14221-2019,14221,2019,13587,,,3145,
14224-2019,14224,2019,7418,,,1507,
14227-2019,14227,2019,11007,,,2396,
14230-2019,14230,2019,9183,,,2100,
14233-2019,14233,2019,16914,,,3911,
14236-2019,14236,2019,13186,,,2860,
14239-2019,14239,2019,9801,,,2122,
14242-2019,14242,2019,5654,,,1204,
14245-2019,14245,2019,5594,,,1201,
14248-2019,14248,2019,6136,,,1282,
14251-2019,14251,2019,5768,,,1245,
14254-2019,14254,2019,6913,,,1530,
14257-2019,14257,2019,6941,,,1578,
14260-2019,14260,2019,11706,,,2537,
14263-2019,14263,2019,6288,,,1314,
14266-2019,14266,2019,6469,,,1391,
14269-2019,14269,2019,6811,,,1464,
14272-2019,14272,2019,7536,,,1614,
14275-2019,14275,2019,6088,,,1332,
14281-2019,14281,2019,6226,,,1323,
14284-2019,14284,2019,4986,,,1049,
14287-2019,14287,2019,6214,,,1374,
14290-2019,14290,2019,10252,,,2349,
14293-2019,14293,2019,8374,,,1806,
14296-2019,14296,2019,4490,,,947,
14299-2019,14299,2019,5967,,,1311,
14302-2019,14302,2019,6149,,,1362,
14305-2019,14305,2019,4779,,,1099,
14308-2019,14308,2019,7352,,,1728,
14311-2019,14311,2019,5788,,,1179,
14314-2019,14314,2019,5212,,,1174,
14317-2019,14317,2019,8009,,,1814,
14320-2019,14320,2019,9700,,,2327,
14323-2019,14323,2019,10121,,,2565,
14326-2019,14326,2019,9005,,,2027,
14329-2019,14329,2019,5121,,,1124,
14332-2019,14332,2019,10078,,,2475,
14335-2019,14335,2019,10067,,,2335,
14338-2019,14338,2019,11512,,,2758,
14341-2019,14341,2019,10002,,,2435,
14344-2019,14344,2019,11741,,,2839,
14347-2019,14347,2019,6295,,,1443,
14350-2019,14350,2019,6421,,,1509,
14353-2019,14353,2019,8961,,,2048,
14356-2019,14356,2019,10850,,,2714,
14359-2019,14359,2019,8166,,,1878,
14362-2019,14362,2019,11162,,,2675,
14365-2019,14365,2019,9581,,,2126,
14368-2019,14368,2019,8277,,,1889,
14369-2019,14369,2019,4402,,,1075,
14371-2019,14371,2019,5806,,,1291,
14374-2019,14374,2019,4173,,,938,
14375-2019,14375,2019,5588,,,1301,
14377-2019,14377,2019,5115,,,1225,
14380-2019,14380,2019,7863,,,1844,
14383-2019,14383,2019,8974,,,1869,
14386-2019,14386,2019,8011,,,1741,
14389-2019,14389,2019,4963,,,1060,
14392-2019,14392,2019,4026,,,882,
14395-2019,14395,2019,9992,,,2388,
14398-2019,14398,2019,5676,,,1178,
14401-2019,14401,2019,5366,,,1134,
14404-2019,14404,2019,2989,,,695,
14407-2019,14407,2019,4194,,,940,
14410-2019,14410,2019,5394,,,1207,
14413-2019,14413,2019,4639,,,1032,
14416-2019,14416,2019,4755,,,1068,
14419-2019,14419,2019,6173,,,1375,
14422-2019,14422,2019,3008,,,664,
14425-2019,14425,2019,6297,,,1306,
14428-2019,14428,2019,4541,,,1039,
14431-2019,14431,2019,3865,,,792,
14434-2019,14434,2019,3610,,,818,
14437-2019,14437,2019,4892,,,1036,
14440-2019,14440,2019,3289,,,703,
14443-2019,14443,2019,7102,,,1640,
14446-2019,14446,2019,6329,,,1454,
14449-2019,14449,2019,4970,,,1124,
14452-2019,14452,2019,8625,,,1849,
14455-2019,14455,2019,4630,,,1022,
14458-2019,14458,2019,6517,,,1574,
14461-2019,14461,2019,6390,,,1398,
14464-2019,14464,2019,5574,,,1242,
14467-2019,14467,2019,8436,,,1830,
14470-2019,14470,2019,6622,,,1360,
14473-2019,14473,2019,5522,,,1137,
14476-2019,14476,2019,6698,,,1501,
14479-2019,14479,2019,6123,,,1345,
14482-2019,14482,2019,6116,,,1299,
14485-2019,14485,2019,4389,,,995,
14488-2019,14488,2019,7991,,,1784,
14491-2019,14491,2019,2963,,,669,
14494-2019,14494,2019,6436,,,1504,
14497-2019,14497,2019,7537,,,1737,
14500-2019,14500,2019,4411,,,971,
14503-2019,14503,2019,8205,,,1823,
14506-2019,14506,2019,3543,,,769,
14509-2019,14509,2019,7745,,,1624,
14512-2019,14512,2019,2763,,,584,
14515-2019,14515,2019,5000,,,1112,
14518-2019,14518,2019,4439,,,970,
14521-2019,14521,2019,6686,,,1484,
14524-2019,14524,2019,3753,,,804,
14527-2019,14527,2019,4120,,,947,
14530-2019,14530,2019,6824,,,1468,
14533-2019,14533,2019,10322,,,2303,
14536-2019,14536,2019,7026,,,1556,
14539-2019,14539,2019,5908,,,1324,
14542-2019,14542,2019,6169,,,1453,
14545-2019,14545,2019,4166,,,949,
14548-2019,14548,2019,5999,,,1421,
14551-2019,14551,2019,4269,,,945,
14554-2019,14554,2019,10878,,,2421,
14557-2019,14557,2019,6042,,,1344,
14560-2019,14560,2019,14229,,,3319,
14563-2019,14563,2019,4249,,,971,
14566-2019,14566,2019,6648,,,1603,
14569-2019,14569,2019,6892,,,1629,
14572-2019,14572,2019,7395,,,1719,
14575-2019,14575,2019,7152,,,1600,
14578-2019,14578,2019,6715,,,1420,
14581-2019,14581,2019,7166,,,1646,
14584-2019,14584,2019,4997,,,1117,
14587-2019,14587,2019,7868,,,1856,
14590-2019,14590,2019,11218,,,2671,
14593-2019,14593,2019,7167,,,1641,
14596-2019,14596,2019,5958,,,1371,
14599-2019,14599,2019,7235,,,1646,
14602-2019,14602,2019,6547,,,1554,
14608-2019,14608,2019,7460,,,1742,
14611-2019,14611,2019,13188,,,3090,
14614-2019,14614,2019,5872,,,1303,
14617-2019,14617,2019,9017,,,2128,
14620-2019,14620,2019,9536,,,2183,
14623-2019,14623,2019,4228,,,1016,
14629-2019,14629,2019,5627,,,1338,
14632-2019,14632,2019,3024,,,742,
14635-2019,14635,2019,5895,,,1357,
14638-2019,14638,2019,7833,,,1987,
14641-2019,14641,2019,5933,,,1417,
14647-2019,14647,2019,9335,,,2146,
14650-2019,14650,2019,5648,,,1354,
14653-2019,14653,2019,5648,,,1357,
14656-2019,14656,2019,8662,,,2081,
14659-2019,14659,2019,8446,,,1970,
14662-2019,14662,2019,6903,,,1633,
14665-2019,14665,2019,7664,,,1835,
14668-2019,14668,2019,4874,,,1079,
14671-2019,14671,2019,8785,,,2054,
14674-2019,14674,2019,12972,,,3124,
14677-2019,14677,2019,7432,,,1906,
14680-2019,14680,2019,8489,,,2059,
14683-2019,14683,2019,6996,,,1660,
14686-2019,14686,2019,11205,,,2731,
14689-2019,14689,2019,9040,,,2205,
14692-2019,14692,2019,3998,,,1041,
14695-2019,14695,2019,4580,,,1273,
14698-2019,14698,2019,4979,,,1294,
14701-2019,14701,2019,8794,,,1983,
14704-2019,14704,2019,7779,,,1765,
14707-2019,14707,2019,5560,,,1249,
14710-2019,14710,2019,4232,,,965,
14713-2019,14713,2019,4196,,,965,
14719-2019,14719,2019,8770,,,1997,
14722-2019,14722,2019,7620,,,1727,
14725-2019,14725,2019,8738,,,2004,
14728-2019,14728,2019,6953,,,1496,
14731-2019,14731,2019,4183,,,1051,
14734-2019,14734,2019,6165,,,1350,
14737-2019,14737,2019,11267,,,2469,
14740-2019,14740,2019,4652,,,972,
14743-2019,14743,2019,6779,,,1490,
14746-2019,14746,2019,9075,,,2043,
14749-2019,14749,2019,5511,,,1174,
14752-2019,14752,2019,7787,,,1746,
14755-2019,14755,2019,5931,,,1391,
14758-2019,14758,2019,25560,,,6322,
14761-2019,14761,2019,13980,,,3346,
14764-2019,14764,2019,12146,,,2739,
14767-2019,14767,2019,6554,,,1498,
14770-2019,14770,2019,15674,,,4006,
14773-2019,14773,2019,10149,,,2492,
14776-2019,14776,2019,9492,,,2243,
14779-2019,14779,2019,10002,,,2328,
14782-2019,14782,2019,29601,,,7592,
14785-2019,14785,2019,11089,,,2782,
14788-2019,14788,2019,10683,,,2548,
14791-2019,14791,2019,11016,,,2672,
14794-2019,14794,2019,15680,,,3932,
14797-2019,14797,2019,9815,,,2349,
14800-2019,14800,2019,11334,,,2852,
14803-2019,14803,2019,9899,,,2699,
14806-2019,14806,2019,12871,,,3266,
14809-2019,14809,2019,8401,,,1945,
14812-2019,14812,2019,9885,,,2178,
14815-2019,14815,2019,8788,,,1953,
14818-2019,14818,2019,7753,,,1810,
14821-2019,14821,2019,8857,,,1957,
14823-2019,14823,2019,6217,,,1487,
14824-2019,14824,2019,4900,,,1161,
14830-2019,14830,2019,15150,,,3843,
14833-2019,14833,2019,8286,,,2042,
14836-2019,14836,2019,13363,,,3334,
14839-2019,14839,2019,11142,,,2799,
14842-2019,14842,2019,15282,,,3861,
14845-2019,14845,2019,2563,,,739,
14848-2019,14848,2019,3937,,,964,
14854-2019,14854,2019,4995,,,1191,
14857-2019,14857,2019,6468,,,1497,
14860-2019,14860,2019,5683,,,1423,
14863-2019,14863,2019,5114,,,1269,
14864-2019,14864,2019,2888,,,690,
14866-2019,14866,2019,3547,,,915,
14869-2019,14869,2019,3733,,,928,
14872-2019,14872,2019,2492,,,615,
14875-2019,14875,2019,3111,,,823,
14878-2019,14878,2019,1816,,,433,
14881-2019,14881,2019,2826,,,719,
14884-2019,14884,2019,1877,,,460,
14887-2019,14887,2019,2711,,,694,
14890-2019,14890,2019,1946,,,479,
14896-2019,14896,2019,2953,,,753,
14899-2019,14899,2019,3970,,,1067,
14902-2019,14902,2019,3142,,,800,
14908-2019,14908,2019,3565,,,913,
14911-2019,14911,2019,1122,,,269,
14914-2019,14914,2019,2448,,,620,
14917-2019,14917,2019,2570,,,624,
14923-2019,14923,2019,2993,,,727,
14926-2019,14926,2019,3262,,,772,
14929-2019,14929,2019,3821,,,867,
14932-2019,14932,2019,7592,,,1931,
14935-2019,14935,2019,6247,,,1418,
14938-2019,14938,2019,2104,,,522,
14941-2019,14941,2019,3359,,,803,
14944-2019,14944,2019,4572,,,1069,
14947-2019,14947,2019,4642,,,1143,
14950-2019,14950,2019,5731,,,1349,
14953-2019,14953,2019,5061,,,1250,
14956-2019,14956,2019,2937,,,675,
14959-2019,14959,2019,4691,,,1152,
14962-2019,14962,2019,3352,,,834,
14965-2019,14965,2019,3798,,,885,
14968-2019,14968,2019,3229,,,748,
14971-2019,14971,2019,6300,,,1511,
14974-2019,14974,2019,3503,,,801,
14977-2019,14977,2019,5339,,,1227,
14980-2019,14980,2019,8792,,,2196,
14986-2019,14986,2019,3238,,,821,
14995-2019,14995,2019,1681,,,409,
14998-2019,14998,2019,2407,,,601,
14999-2019,14999,2019,3124,,,773,
15001-2019,15001,2019,3635,,,946,
15004-2019,15004,2019,2156,,,544,
15007-2019,15007,2019,3865,,,1010,
15010-2019,15010,2019,3685,,,926,
15013-2019,15013,2019,3941,,,1072,
15016-2019,15016,2019,2922,,,790,
15019-2019,15019,2019,3083,,,817,
15022-2019,15022,2019,4675,,,1202,
15025-2019,15025,2019,2755,,,728,
15031-2019,15031,2019,5275,,,1369,
15034-2019,15034,2019,6131,,,1597,
15037-2019,15037,2019,2415,,,616,
15040-2019,15040,2019,2610,,,649,
15043-2019,15043,2019,4931,,,1259,
15046-2019,15046,2019,6167,,,1568,
15049-2019,15049,2019,3541,,,844,
15052-2019,15052,2019,4422,,,1130,
15055-2019,15055,2019,4604,,,1181,
15058-2019,15058,2019,4778,,,1183,
15061-2019,15061,2019,6375,,,1616,
15064-2019,15064,2019,4263,,,990,
15067-2019,15067,2019,5467,,,1346,
15070-2019,15070,2019,9251,,,2333,
15073-2019,15073,2019,6180,,,1409,
15076-2019,15076,2019,6692,,,1705,
15079-2019,15079,2019,5287,,,1332,
15085-2019,15085,2019,8240,,,1949,
15088-2019,15088,2019,3043,,,706,
15091-2019,15091,2019,5717,,,1355,
15094-2019,15094,2019,4067,,,938,
15097-2019,15097,2019,3317,,,743,
15100-2019,15100,2019,4870,,,1208,
15103-2019,15103,2019,5434,,,1343,
15106-2019,15106,2019,3930,,,991,
15109-2019,15109,2019,3191,,,759,
15112-2019,15112,2019,3733,,,906,
15115-2019,15115,2019,9762,,,2350,
15118-2019,15118,2019,11611,,,2802,
15121-2019,15121,2019,5561,,,1321,
15124-2019,15124,2019,8860,,,2142,
15127-2019,15127,2019,5705,,,1336,
15133-2019,15133,2019,6829,,,1626,
15136-2019,15136,2019,8206,,,2029,
15139-2019,15139,2019,2810,,,671,
15142-2019,15142,2019,5845,,,1381,
15145-2019,15145,2019,4154,,,1004,
15148-2019,15148,2019,4325,,,980,
15151-2019,15151,2019,9310,,,2097,
15154-2019,15154,2019,6344,,,1520,
15160-2019,15160,2019,5364,,,1347,
15163-2019,15163,2019,3863,,,980,
15169-2019,15169,2019,7043,,,1693,
15172-2019,15172,2019,5784,,,1375,
15175-2019,15175,2019,3697,,,903,
15178-2019,15178,2019,3790,,,863,
15181-2019,15181,2019,5574,,,1268,
15184-2019,15184,2019,7835,,,1696,
15187-2019,15187,2019,4293,,,987,
15190-2019,15190,2019,2908,,,639,
15196-2019,15196,2019,2793,,,720,
15199-2019,15199,2019,6880,,,1640,
15202-2019,15202,2019,3671,,,939,
15205-2019,15205,2019,8741,,,2196,
15208-2019,15208,2019,6881,,,1698,
15211-2019,15211,2019,6248,,,1420,
15214-2019,15214,2019,3501,,,803,
15217-2019,15217,2019,4750,,,1094,
15220-2019,15220,2019,4838,,,1108,
15223-2019,15223,2019,5079,,,1250,
15226-2019,15226,2019,3160,,,757,
15229-2019,15229,2019,6062,,,1490,
15232-2019,15232,2019,8845,,,2207,
15235-2019,15235,2019,4355,,,1053,
15238-2019,15238,2019,6664,,,1582,
15241-2019,15241,2019,5541,,,1213,
15247-2019,15247,2019,6163,,,1490,
15250-2019,15250,2019,3215,,,760,
15253-2019,15253,2019,5209,,,1244,
15256-2019,15256,2019,4197,,,969,
15259-2019,15259,2019,6548,,,1554,
15265-2019,15265,2019,4669,,,1151,
15268-2019,15268,2019,3961,,,932,
15271-2019,15271,2019,6831,,,1591,
15274-2019,15274,2019,9740,,,2389,
15277-2019,15277,2019,7758,,,1820,
15280-2019,15280,2019,5963,,,1365,
15283-2019,15283,2019,4181,,,894,
15286-2019,15286,2019,3755,,,857,
15292-2019,15292,2019,4562,,,1143,
15298-2019,15298,2019,2872,,,697,
15304-2019,15304,2019,3673,,,846,
15307-2019,15307,2019,4269,,,1049,
15313-2019,15313,2019,4882,,,1163,
15316-2019,15316,2019,8449,,,1953,
15319-2019,15319,2019,3775,,,875,
15322-2019,15322,2019,4761,,,1132,
15325-2019,15325,2019,6569,,,1490,
15328-2019,15328,2019,5516,,,1249,
15331-2019,15331,2019,3793,,,817,
15334-2019,15334,2019,5045,,,1091,
15340-2019,15340,2019,3884,,,906,
15343-2019,15343,2019,4082,,,937,
15349-2019,15349,2019,5407,,,1143,
15352-2019,15352,2019,4784,,,1094,
15355-2019,15355,2019,5968,,,1311,
15358-2019,15358,2019,4947,,,1095,
15361-2019,15361,2019,8858,,,2137,
15364-2019,15364,2019,5014,,,1144,
15367-2019,15367,2019,5633,,,1304,
15376-2019,15376,2019,6147,,,1374,
15379-2019,15379,2019,6884,,,1627,
15382-2019,15382,2019,3105,,,644,
15385-2019,15385,2019,5985,,,1284,
15388-2019,15388,2019,8817,,,2145,
15391-2019,15391,2019,3851,,,894,
15397-2019,15397,2019,4714,,,1134,
15403-2019,15403,2019,6771,,,1632,
15406-2019,15406,2019,4381,,,1005,
15409-2019,15409,2019,3969,,,1011,
15412-2019,15412,2019,11297,,,2516,
15415-2019,15415,2019,6046,,,1315,
15418-2019,15418,2019,5710,,,1231,
15421-2019,15421,2019,4502,,,1047,
15427-2019,15427,2019,5318,,,1175,
15430-2019,15430,2019,5328,,,1247,
15433-2019,15433,2019,5438,,,1280,
15436-2019,15436,2019,4900,,,1112,
15439-2019,15439,2019,4432,,,996,
15442-2019,15442,2019,4800,,,1095,
15445-2019,15445,2019,7917,,,1808,
15448-2019,15448,2019,6515,,,1481,
15451-2019,15451,2019,6204,,,1417,
15454-2019,15454,2019,3995,,,881,
15457-2019,15457,2019,6012,,,1328,
15460-2019,15460,2019,6947,,,1517,
15463-2019,15463,2019,4996,,,1145,
15466-2019,15466,2019,7236,,,1799,
15469-2019,15469,2019,7435,,,1824,
15472-2019,15472,2019,6748,,,1709,
15475-2019,15475,2019,5417,,,1200,
15478-2019,15478,2019,6316,,,1504,
15493-2019,15493,2019,3832,,,796,
15499-2019,15499,2019,2088,,,408,
15502-2019,15502,2019,5085,,,1042,
15505-2019,15505,2019,6244,,,1304,
15508-2019,15508,2019,4119,,,943,
15511-2019,15511,2019,3798,,,695,
15514-2019,15514,2019,4257,,,874,
15517-2019,15517,2019,5423,,,1120,
15520-2019,15520,2019,5191,,,1147,
15523-2019,15523,2019,3765,,,827,
15526-2019,15526,2019,4566,,,1056,
15532-2019,15532,2019,7003,,,1576,
15535-2019,15535,2019,4877,,,1119,
15538-2019,15538,2019,4670,,,998,
15541-2019,15541,2019,8160,,,1913,
15544-2019,15544,2019,7840,,,1915,
15547-2019,15547,2019,7185,,,1632,
15550-2019,15550,2019,7130,,,1767,
15553-2019,15553,2019,6089,,,1518,
15556-2019,15556,2019,3142,,,708,
15559-2019,15559,2019,8413,,,1717,
15565-2019,15565,2019,4200,,,842,
15568-2019,15568,2019,4379,,,889,
15571-2019,15571,2019,6364,,,1571,
15574-2019,15574,2019,3949,,,704,
15577-2019,15577,2019,3779,,,763,
15583-2019,15583,2019,5573,,,1204,
15586-2019,15586,2019,6058,,,1268,
15592-2019,15592,2019,4363,,,953,
15598-2019,15598,2019,4431,,,976,
15607-2019,15607,2019,3705,,,939,
15610-2019,15610,2019,5156,,,1326,
15619-2019,15619,2019,4102,,,991,
15622-2019,15622,2019,5534,,,1428,
15628-2019,15628,2019,8072,,,1948,
15631-2019,15631,2019,5562,,,1325,
15634-2019,15634,2019,6985,,,1705,
15637-2019,15637,2019,6470,,,1693,
15640-2019,15640,2019,3958,,,909,
15643-2019,15643,2019,3665,,,927,
15646-2019,15646,2019,3561,,,868,
15649-2019,15649,2019,5439,,,1284,
15652-2019,15652,2019,5312,,,1215,
15655-2019,15655,2019,7610,,,1759,
15658-2019,15658,2019,2751,,,665,
15661-2019,15661,2019,5241,,,1301,
15664-2019,15664,2019,7140,,,1705,
15667-2019,15667,2019,5053,,,1289,
15670-2019,15670,2019,7525,,,1760,
15673-2019,15673,2019,4680,,,1070,
15676-2019,15676,2019,5654,,,1341,
15679-2019,15679,2019,3529,,,760,
15682-2019,15682,2019,6322,,,1480,
15685-2019,15685,2019,5982,,,1462,
15688-2019,15688,2019,6131,,,1459,
15691-2019,15691,2019,4723,,,1171,
15700-2019,15700,2019,6584,,,1496,
15703-2019,15703,2019,8375,,,2049,
15706-2019,15706,2019,8684,,,1957,
15709-2019,15709,2019,5535,,,1298,
15712-2019,15712,2019,6082,,,1445,
15715-2019,15715,2019,8543,,,2112,
15718-2019,15718,2019,8717,,,1913,
15721-2019,15721,2019,6276,,,1547,
15724-2019,15724,2019,8048,,,1911,
15727-2019,15727,2019,4801,,,1124,
15730-2019,15730,2019,4939,,,1137,
15733-2019,15733,2019,5536,,,1145,
15736-2019,15736,2019,4219,,,882,
15739-2019,15739,2019,3319,,,717,
15742-2019,15742,2019,6454,,,1496,
15745-2019,15745,2019,4238,,,957,
15748-2019,15748,2019,4564,,,1009,
15751-2019,15751,2019,7213,,,1785,
15754-2019,15754,2019,3899,,,880,
15757-2019,15757,2019,3849,,,824,
15760-2019,15760,2019,4582,,,1082,
15763-2019,15763,2019,4562,,,1085,
15766-2019,15766,2019,5261,,,1137,
15769-2019,15769,2019,3053,,,804,
15772-2019,15772,2019,8874,,,2152,
15775-2019,15775,2019,6197,,,1480,
15778-2019,15778,2019,5830,,,1307,
15781-2019,15781,2019,5058,,,1183,
15784-2019,15784,2019,5763,,,1312,
15787-2019,15787,2019,6939,,,1602,
15790-2019,15790,2019,8233,,,2004,
15793-2019,15793,2019,6513,,,1485,
15796-2019,15796,2019,6242,,,1430,
15799-2019,15799,2019,7679,,,1775,
15802-2019,15802,2019,8252,,,1920,
15805-2019,15805,2019,7169,,,1672,
15808-2019,15808,2019,3927,,,890,
15811-2019,15811,2019,4917,,,1053,
15814-2019,15814,2019,5346,,,1199,
15817-2019,15817,2019,4878,,,1129,
15820-2019,15820,2019,4574,,,974,
15823-2019,15823,2019,5806,,,1349,
15829-2019,15829,2019,7666,,,1751,
15832-2019,15832,2019,5373,,,1236,
15835-2019,15835,2019,4976,,,1119,
15838-2019,15838,2019,4347,,,1003,
15841-2019,15841,2019,4785,,,1096,
15847-2019,15847,2019,3501,,,704,
15850-2019,15850,2019,3649,,,712,
15853-2019,15853,2019,3984,,,788,
15856-2019,15856,2019,9167,,,2101,
15859-2019,15859,2019,10373,,,2455,
15865-2019,15865,2019,5102,,,1126,
15871-2019,15871,2019,4542,,,1128,
15877-2019,15877,2019,4302,,,952,
15880-2019,15880,2019,5053,,,1156,
15883-2019,15883,2019,4515,,,1041,
15886-2019,15886,2019,6673,,,1502,
15889-2019,15889,2019,6262,,,1485,
15892-2019,15892,2019,4892,,,1096,
15895-2019,15895,2019,6172,,,1370,
15901-2019,15901,2019,3196,,,708,
15907-2019,15907,2019,5643,,,1266,
15910-2019,15910,2019,2919,,,671,
15913-2019,15913,2019,3114,,,690,
15916-2019,15916,2019,4390,,,994,
15919-2019,15919,2019,5465,,,1190,
15922-2019,15922,2019,3618,,,858,
15925-2019,15925,2019,6838,,,1594,
15928-2019,15928,2019,3897,,,895,
15937-2019,15937,2019,4283,,,969,
15940-2019,15940,2019,4793,,,1025,
15946-2019,15946,2019,5935,,,1466,
15949-2019,15949,2019,7890,,,1799,
15952-2019,15952,2019,4633,,,1079,
15955-2019,15955,2019,4215,,,944,
15958-2019,15958,2019,7004,,,1699,
15961-2019,15961,2019,5067,,,1205,
15964-2019,15964,2019,5456,,,1214,
15967-2019,15967,2019,4609,,,1028,
15970-2019,15970,2019,4289,,,1026,
15973-2019,15973,2019,6845,,,1602,
15976-2019,15976,2019,6036,,,1383,
15979-2019,15979,2019,8672,,,2049,
15982-2019,15982,2019,5038,,,1170,
15985-2019,15985,2019,4226,,,960,
15988-2019,15988,2019,6158,,,1424,
15991-2019,15991,2019,4736,,,1075,
15994-2019,15994,2019,6944,,,1645,
15997-2019,15997,2019,5153,,,1239,
16000-2019,16000,2019,11056,,,2738,
16003-2019,16003,2019,10232,,,2480,
16006-2019,16006,2019,10942,,,2647,
16012-2019,16012,2019,4673,,,1235,
16015-2019,16015,2019,4501,,,1085,
16018-2019,16018,2019,4436,,,999,
16021-2019,16021,2019,5217,,,1263,
16027-2019,16027,2019,9091,,,2115,
16030-2019,16030,2019,5054,,,1165,
16033-2019,16033,2019,7236,,,1604,
16036-2019,16036,2019,7176,,,1721,
16039-2019,16039,2019,4342,,,936,
16042-2019,16042,2019,3833,,,838,
16045-2019,16045,2019,4956,,,1116,
16048-2019,16048,2019,4231,,,1012,
16057-2019,16057,2019,5216,,,1198,
16063-2019,16063,2019,5084,,,1199,
16066-2019,16066,2019,3713,,,812,
16069-2019,16069,2019,4268,,,942,
16072-2019,16072,2019,6802,,,1527,
16075-2019,16075,2019,10941,,,2601,
16078-2019,16078,2019,14110,,,3538,
16081-2019,16081,2019,12879,,,3128,
16084-2019,16084,2019,8730,,,2185,
16087-2019,16087,2019,7722,,,1804,
16090-2019,16090,2019,17530,,,4527,
16093-2019,16093,2019,4044,,,987,
16096-2019,16096,2019,4698,,,1041,
16099-2019,16099,2019,4038,,,904,
16102-2019,16102,2019,4925,,,1101,
16105-2019,16105,2019,4521,,,1034,
16108-2019,16108,2019,5391,,,1345,
16114-2019,16114,2019,3818,,,900,
16117-2019,16117,2019,4073,,,983,
16120-2019,16120,2019,8082,,,2019,
16123-2019,16123,2019,5074,,,1197,
16132-2019,16132,2019,4287,,,1006,
16135-2019,16135,2019,5553,,,1292,
16138-2019,16138,2019,4817,,,1076,
16141-2019,16141,2019,4046,,,956,
16144-2019,16144,2019,8038,,,1849,
16147-2019,16147,2019,6056,,,1504,
16150-2019,16150,2019,7006,,,1656,
16153-2019,16153,2019,6613,,,1625,
16156-2019,16156,2019,5367,,,1273,
16159-2019,16159,2019,8341,,,2206,
16162-2019,16162,2019,6823,,,1629,
16165-2019,16165,2019,4861,,,1117,
16168-2019,16168,2019,4074,,,952,
16171-2019,16171,2019,4335,,,1032,
16174-2019,16174,2019,4145,,,1015,
16177-2019,16177,2019,5035,,,1203,
16180-2019,16180,2019,3594,,,877,
16183-2019,16183,2019,5226,,,1189,
16186-2019,16186,2019,5039,,,1194,
16195-2019,16195,2019,2677,,,664,
16198-2019,16198,2019,2583,,,619,
16201-2019,16201,2019,2373,,,568,
16204-2019,16204,2019,2944,,,735,
16207-2019,16207,2019,5149,,,1297,
16210-2019,16210,2019,2600,,,646,
16213-2019,16213,2019,2186,,,547,
16216-2019,16216,2019,3245,,,818,
16219-2019,16219,2019,2985,,,743,
16222-2019,16222,2019,2698,,,665,
16225-2019,16225,2019,6720,,,1607,
16228-2019,16228,2019,6288,,,1577,
16231-2019,16231,2019,5749,,,1396,
